source,item_id,title_id,title,creators,language,year,period,genre,subfield,biology_hits,subjects,volume_info,barcode,item_url,item_text_url,copyright_status,rights_statement,license_type,rights_holder
BHL,276232,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1790,1750_1799,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.2 [1790-1791] [incomplete],naturalistsmisc2shaw,https://www.biodiversitylibrary.org/item/276232,https://www.biodiversitylibrary.org/itemtext/276232,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,284540,172038,"Spring catalog, 1939 : a complete line of flowers, garden and field seeds, insecticides, fertilizers, pet and animal foods and remedies",Quinlan Seed Store.; Henry G. Gilbert Nursery and Seed Trade Catalog Collection.,ENG,1939,1930_1939,catalogue_list,taxonomy_systematics,animal,Catalogs; Flowers; Indiana; Seed industry and trade; Seeds; Terre Haute; Vegetables,1939,CAT31353949,https://www.biodiversitylibrary.org/item/284540,https://www.biodiversitylibrary.org/itemtext/284540,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright,,
BHL,278998,167910,"Quinlan's seed catalog, 1937 : a complete line of flower, garden and field seeds, insecticides, fertilizers, pet and animal foods and remedies",Quinlan Seed Store.; Henry G. Gilbert Nursery and Seed Trade Catalog Collection.,ENG,1937,1930_1939,catalogue_list,taxonomy_systematics,animal,Catalogs; Flowers; Indiana; Vegetables; Seeds; Seed industry and trade; Terre Haute,1937,CAT31350123,https://www.biodiversitylibrary.org/item/278998,https://www.biodiversitylibrary.org/itemtext/278998,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright,,
BHL,279090,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1791,1750_1799,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.3 [1791-1792],naturalistsmisc3shaw,https://www.biodiversitylibrary.org/item/279090,https://www.biodiversitylibrary.org/itemtext/279090,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,286440,173539,William Brewster correspondence. Letters from H. C. Johnson,"Johnson, H. C. (Ornithologist); Brewster, William, 1851-1919",ENG,1898,1890_1899,monograph_or_book,general_or_unknown,ornithology,"(Ornithologist); 1851-1919; Brewster, William,; Correspondence; Johnson, H. C; Ornithology",,williambrewster00john,https://www.biodiversitylibrary.org/item/286440,https://www.biodiversitylibrary.org/itemtext/286440,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281048,169174,William Brewster correspondence. Letters from C. L. Boynton,"Boynton, C. L.; Brewster, William, 1851-1919",ENG,1885,1880_1889,monograph_or_book,general_or_unknown,ornithology,"1851-1919; Boynton, C. L; Brewster, William,; Correspondence; Ornithology",,williambrewster00boyn,https://www.biodiversitylibrary.org/item/281048,https://www.biodiversitylibrary.org/itemtext/281048,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281049,169175,William Brewster correspondence. Letters from T. M. Brewer,"Brewer, T. M. (Thomas Mayo), 1814-1880; Brewster, William, 1851-1919",ENG,1870,1870_1879,monograph_or_book,general_or_unknown,ornithology,"(Thomas Mayo),; 1814-1880; 1851-1919; Brewster, William,; Brewer, T. M; Correspondence; Ornithology",,williambrewster00brewap,https://www.biodiversitylibrary.org/item/281049,https://www.biodiversitylibrary.org/itemtext/281049,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,281064,169180,William Brewster correspondence. Letters from John Hooper Bowles,"Bowles, John Hooper, 1875-1934; Brewster, William, 1851-1919",ENG,1893,1890_1899,monograph_or_book,general_or_unknown,ornithology,"1851-1919; Bowles, John Hooper; Brewster, William,; Correspondence; Ornithology",,williambrewster00bowl,https://www.biodiversitylibrary.org/item/281064,https://www.biodiversitylibrary.org/itemtext/281064,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,285342,172727,"Letters on entomology : intended for the amusement and instruction of young persons, and to facilitate their acquiring a knowledge of the natural history of insects","Réaumur, René-Antoine Ferchault de, 1683-1757",ENG,1825,1800_1829,monograph_or_book,natural_history_ecology_behavior,entomology;natural history,Entomology; Juvenile literature,,lettersonentomol00ra,https://www.biodiversitylibrary.org/item/285342,https://www.biodiversitylibrary.org/itemtext/285342,Public domain.  The BHL considers that this work is no longer under copyright protection.,,,
BHL,279706,168353,"Wild ducks, fish, game, foods for spring planting","Terrell's Aquatic Farm; Terrell, Clyde B.; Henry G. Gilbert Nursery and Seed Trade Catalog Collection.",ENG,1937,1930_1939,monograph_or_book,general_or_unknown,animal;animals,Aquatic plants; Aquatic animals; Feeding and feeds; Prices; Nursery stock; Oshkosh; Seeds; Wisconsin,1937,CAT31350348,https://www.biodiversitylibrary.org/item/279706,https://www.biodiversitylibrary.org/itemtext/279706,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright,,
BHL,283885,171419,Plants for wild life feeding : supplement to regular Nut Tree price list,Nut Tree Nurseries.; John W. Hershey (Firm); Henry G. Gilbert Nursery and Seed Trade Catalog Collection.,ENG,1939,1930_1939,monograph_or_book,general_or_unknown,animal,Animal feeding; Pennsylvania; Seedlings; Nursery stock; Nut trees; Prices,1939,CAT31353300,https://www.biodiversitylibrary.org/item/283885,https://www.biodiversitylibrary.org/itemtext/283885,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright,,
BHL,275379,165405,"A synoptical table of British organic remains : in which, all the edited British fossils are systematically and stratagraphically arranged, in accordance with the views of the geologists of the present day; and a reference given to their localities, strata, and engraved figures : accompanied by a lithograph of the fossil turtle in the Norfolk and Norwich Museum","Woodward, Samuel, 1790-1838",ENG,1830,1830_1849,monograph_or_book,paleontology,paleontology,Great Britain; Paleontology,,synopticaltable00wood,https://www.biodiversitylibrary.org/item/275379,https://www.biodiversitylibrary.org/itemtext/275379,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,278722,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1800,1800_1829,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.12 [1800-1801],naturalistsmisc12shaw,https://www.biodiversitylibrary.org/item/278722,https://www.biodiversitylibrary.org/itemtext/278722,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,278723,79941,The Naturalist's Miscellany,"Shaw, George 1751-1813; Nodder, Frederick Polydore fl  1767-1800; Nodder, Elizabeth R.; Nodder, Richard P.; Nodder, Richard Polydore fl  1790-1820; McMillan, Buchanan, fl  1801-1834; Leach, William Elford, 1790-1836",ENG,1802,1800_1829,monograph_or_book,general_or_unknown,animal;animals;zoology,Animals; Pictorial works; Zoology,v.14 [1802-1803],naturalistsmisc14shaw,https://www.biodiversitylibrary.org/item/278723,https://www.biodiversitylibrary.org/itemtext/278723,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,273183,163574,"Notes on ox warble fly, or bot fly, Hypoderma bovis, DeGeer","Ormerod, Eleanor A. (Eleanor Anne), 1828-1901",ENG,1887,1880_1889,monograph_or_book,general_or_unknown,animal,Animal health; animal parasites and pests; arthropod pests,1887,CAT11045750,https://www.biodiversitylibrary.org/item/273183,https://www.biodiversitylibrary.org/itemtext/273183,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright.,,
BHL,273339,163714,"A lecture on effects of weather on insects, delivered at the Royal agricultural college, Cirencester","Ormerod, Eleanor Anne.",ENG,1882,1880_1889,monograph_or_book,natural_history_ecology_behavior,animal;entomology,Animal behavior; Animal ecology; arthropods; Entomology,1882,CAT10712518,https://www.biodiversitylibrary.org/item/273339,https://www.biodiversitylibrary.org/itemtext/273339,Public domain. The BHL considers that this work is no longer under copyright protection.,The contributing institution believes that this item is not in copyright.,,
BHL,285533,6513,"Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N","Challenger Expedition (1872-1876); Great Britain. Challenger Office.; Buchan, Alexander, 1829-1907; Huxley, Thomas Henry, 1825-1895; Murray, John, Sir, 1841-1914; Nares, George S. Sir (George Strong), 1831-1915; Pelseneer, Paul, 1863-1945; Thomson, C. Wyville, Sir, (Charles Wyville), 1830-1882; Thomson, Frank Tourle; Challenger (Ship)",ENG,1895,1890_1899,monograph_or_book,natural_history_ecology_behavior,animal;animals,"(1872-1876); Challenger Expedition, 1872-1876; Challenger Expedition; Marine animals; Ocean; Scientific Expeditions; Scientific Reports",Physics & Chemistry App. pt.8,reportonscientif00chal_0,https://www.biodiversitylibrary.org/item/285533,https://www.biodiversitylibrary.org/itemtext/285533,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,194864,6513,"Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N","Challenger Expedition (1872-1876); Great Britain. Challenger Office.; Buchan, Alexander, 1829-1907; Huxley, Thomas Henry, 1825-1895; Murray, John, Sir, 1841-1914; Nares, George S. Sir (George Strong), 1831-1915; Pelseneer, Paul, 1863-1945; Thomson, C. Wyville, Sir, (Charles Wyville), 1830-1882; Thomson, Frank Tourle; Challenger (Ship)",ENG,1886,1880_1889,monograph_or_book,natural_history_ecology_behavior,animal;animals,"(1872-1876); Challenger Expedition, 1872-1876; Challenger Expedition; Marine animals; Ocean; Scientific Expeditions; Scientific Reports",Zoology v.16=pt.45 (1886),reportonscientif1645chal,https://www.biodiversitylibrary.org/item/194864,https://www.biodiversitylibrary.org/itemtext/194864,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,194072,110767,"Observations on the ciliary muscle in fish, birds and quadrupeds","Lee, Robert James, 1793-1877; King's College London.",ENG,1870,1870_1879,monograph_or_book,physiology,physiology,Birds; Electronic books; Fishes; Muscles; physiology; Quadrupeds,,b21309826,https://www.biodiversitylibrary.org/item/194072,https://www.biodiversitylibrary.org/itemtext/194072,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,194120,110811,"A general outline of the animal kingdom, and manual of comparative anatomy","Jones, Thomas Rymer, 1810-1880; Royal College of Physicians of Edinburgh.",ENG,1841,1830_1849,textbook_manual,comparative_anatomy_morphology,anatomy;animal;comparative anatomy;zoology,Electronic books; Zoology,,b21903372,https://www.biodiversitylibrary.org/item/194120,https://www.biodiversitylibrary.org/itemtext/194120,Not provided. Contact Holding Institution to verify copyright status.,"<a href=""http://creativecommons.org/publicdomain/mark/1.0/"" rel=""nofollow"">This work is available under the Creative Commons, Public Domain Mark</a>",,
BHL,194225,6513,"Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N","Challenger Expedition (1872-1876); Great Britain. Challenger Office.; Buchan, Alexander, 1829-1907; Huxley, Thomas Henry, 1825-1895; Murray, John, Sir, 1841-1914; Nares, George S. Sir (George Strong), 1831-1915; Pelseneer, Paul, 1863-1945; Thomson, C. Wyville, Sir, (Charles Wyville), 1830-1882; Thomson, Frank Tourle; Challenger (Ship)",ENG,1895,1890_1899,monograph_or_book,natural_history_ecology_behavior,animal;animals,"(1872-1876); Challenger Expedition, 1872-1876; Challenger Expedition; Marine animals; Ocean; Scientific Expeditions; Scientific Reports",Summary [v.1]=pt.1 (1895) [Incomplete],challengerscient11chal,https://www.biodiversitylibrary.org/item/194225,https://www.biodiversitylibrary.org/itemtext/194225,Public domain. The BHL considers that this work is no longer under copyright protection,,,
BHL,194581,6513,"Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N","Challenger Expedition (1872-1876); Great Britain. Challenger Office.; Buchan, Alexander, 1829-1907; Huxley, Thomas Henry, 1825-1895; Murray, John, Sir, 1841-1914; Nares, George S. Sir (George Strong), 1831-1915; Pelseneer, Paul, 1863-1945; Thomson, C. Wyville, Sir, (Charles Wyville), 1830-1882; Thomson, Frank Tourle; Challenger (Ship)",ENG,1884,1880_1889,monograph_or_book,natural_history_ecology_behavior,animal;animals,"(1872-1876); Challenger Expedition, 1872-1876; Challenger Expedition; Marine animals; Ocean; Scientific Expeditions; Scientific Reports",Zoology v.9=pt.22 (1884) [Text],reportonscientif9221chal,https://www.biodiversitylibrary.org/item/194581,https://www.biodiversitylibrary.org/itemtext/194581,Public domain. The BHL considers that this work is no longer under copyright protection,,,
